exp,emp_title,compensation,perc_remote,co_size,co_location,year,emp_location,emp_ID
SE,Data Operations Engineer,136850,100.0,M,United States,2023,"(37.09024, -95.712891)",25940
SE,Machine Learning Engineer,139500,0.0,M,United States,2023,"(37.09024, -95.712891)",72440
SE,Machine Learning Engineer,109400,0.0,M,United States,2023,"(37.09024, -95.712891)",19105
SE,Data Engineer,276000,100.0,M,United States,2023,"(37.09024, -95.712891)",85040
SE,Data Engineer,178500,100.0,M,United States,2023,"(37.09024, -95.712891)",88115
MI,Data Scientist,59020,0.0,M,Spain,2023,"(40.463667, -3.74922)",59376
MI,Data Scientist,48289,0.0,M,Spain,2023,"(40.463667, -3.74922)",29724
MI,Data Engineer,75116,100.0,M,Slovenia,2023,"(46.151241, 14.995463)",26066
MI,Data Engineer,48289,100.0,M,Slovenia,2023,"(46.151241, 14.995463)",91104
SE,Machine Learning Engineer,195652,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",19338
SE,Machine Learning Engineer,101228,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",73993
SE,Data Engineer,136956,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",83316
SE,Data Engineer,101228,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",84447
SE,BI Developer,130000,100.0,L,United States,2022,"(37.09024, -95.712891)",57698
MI,Data Science Lead,150000,100.0,M,United States,2021,"(37.09024, -95.712891)",92716
SE,ML Engineer,260000,100.0,M,Canada,2023,"(56.130366, -106.346771)",29486
SE,ML Engineer,110000,100.0,M,Canada,2023,"(56.130366, -106.346771)",61351
SE,Analytics Engineer,170000,100.0,M,United States,2023,"(37.09024, -95.712891)",23606
SE,Analytics Engineer,130000,100.0,M,United States,2023,"(37.09024, -95.712891)",80747
SE,Machine Learning Engineer,163800,0.0,M,United States,2023,"(37.09024, -95.712891)",23167
SE,Machine Learning Engineer,126000,0.0,M,United States,2023,"(37.09024, -95.712891)",17810
MI,Data Scientist,128750,0.0,M,United States,2023,"(37.09024, -95.712891)",14536
MI,Data Scientist,106250,0.0,M,United States,2023,"(37.09024, -95.712891)",33794
EX,Data Engineer,167500,0.0,M,United States,2023,"(37.09024, -95.712891)",14363
EX,Data Engineer,106500,0.0,M,United States,2023,"(37.09024, -95.712891)",43584
SE,Data Architect,188500,100.0,M,United States,2023,"(37.09024, -95.712891)",95883
SE,Data Architect,117000,100.0,M,United States,2023,"(37.09024, -95.712891)",51021
SE,Data Analyst,250000,100.0,M,United States,2023,"(37.09024, -95.712891)",56905
SE,Data Analyst,138000,100.0,M,United States,2023,"(37.09024, -95.712891)",96776
MI,Data Analyst,130000,100.0,M,Canada,2023,"(56.130366, -106.346771)",55158
MI,Data Analyst,100000,100.0,M,Canada,2023,"(56.130366, -106.346771)",45310
SE,Deep Learning Researcher,123405,0.0,L,Germany,2023,"(51.165691, 10.451526)",76641
SE,BI Analyst,160000,0.0,M,United States,2023,"(37.09024, -95.712891)",34966
SE,BI Analyst,135000,0.0,M,United States,2023,"(37.09024, -95.712891)",39978
MI,Data Science Manager,104500,0.0,M,United States,2023,"(37.09024, -95.712891)",80219
MI,Data Science Manager,70000,0.0,M,United States,2023,"(37.09024, -95.712891)",22453
MI,Data Science Consultant,90000,0.0,M,United States,2023,"(37.09024, -95.712891)",13974
MI,Data Science Consultant,70000,0.0,M,United States,2023,"(37.09024, -95.712891)",82376
MI,Research Scientist,185000,100.0,M,United States,2023,"(37.09024, -95.712891)",12174
MI,Research Scientist,125000,100.0,M,United States,2023,"(37.09024, -95.712891)",38009
SE,Data Analyst,127000,100.0,M,United States,2023,"(37.09024, -95.712891)",66605
SE,Data Analyst,94000,100.0,M,United States,2023,"(37.09024, -95.712891)",94623
SE,Data Scientist,210550,0.0,M,United States,2023,"(37.09024, -95.712891)",46001
SE,Data Scientist,153300,0.0,M,United States,2023,"(37.09024, -95.712891)",95128
MI,Data Scientist,200000,100.0,M,United States,2023,"(37.09024, -95.712891)",75291
MI,Data Scientist,150000,100.0,M,United States,2023,"(37.09024, -95.712891)",64250
SE,Data Analyst,161500,100.0,M,United States,2023,"(37.09024, -95.712891)",15938
SE,Data Analyst,119500,100.0,M,United States,2023,"(37.09024, -95.712891)",63971
SE,Data Scientist,148750,0.0,M,United States,2023,"(37.09024, -95.712891)",33591
SE,Data Analytics Specialist,105000,0.0,M,United States,2023,"(37.09024, -95.712891)",74451
SE,Data Analytics Specialist,85000,0.0,M,United States,2023,"(37.09024, -95.712891)",64015
SE,Research Scientist,215000,0.0,M,United States,2023,"(37.09024, -95.712891)",77629
SE,Research Scientist,146300,0.0,M,United States,2023,"(37.09024, -95.712891)",19722
EN,AI Developer,214618,100.0,L,Germany,2023,"(51.165691, 10.451526)",34536
MI,Data Engineer,72000,100.0,M,Mexico,2023,"(23.634501, -102.552784)",13224
MI,Data Engineer,60000,100.0,M,Mexico,2023,"(23.634501, -102.552784)",80740
SE,Machine Learning Engineer,153400,0.0,M,United States,2023,"(37.09024, -95.712891)",32053
SE,Machine Learning Engineer,122700,0.0,M,United States,2023,"(37.09024, -95.712891)",70106
MI,Data Engineer,260000,0.0,M,United States,2023,"(37.09024, -95.712891)",53799
MI,Data Engineer,175000,0.0,M,United States,2023,"(37.09024, -95.712891)",21244
SE,Data Scientist,123900,100.0,M,United States,2023,"(37.09024, -95.712891)",16958
MI,Research Scientist,340000,100.0,M,United States,2023,"(37.09024, -95.712891)",35076
MI,Research Scientist,150000,100.0,M,United States,2023,"(37.09024, -95.712891)",37119
MI,Data Engineer,250000,0.0,M,United States,2023,"(37.09024, -95.712891)",78739
MI,Data Scientist,64385,50.0,M,France,2023,"(46.227638, 2.213749)",59948
SE,Data Analyst,185900,0.0,M,United States,2023,"(37.09024, -95.712891)",26712
SE,Data Analyst,121700,0.0,M,United States,2023,"(37.09024, -95.712891)",36712
EN,Data Analyst,100000,100.0,L,United States,2023,"(41.377491, 64.585262)",60452
EX,Data Engineer,310000,100.0,M,United States,2023,"(37.09024, -95.712891)",26925
EX,Data Engineer,239000,100.0,M,United States,2023,"(37.09024, -95.712891)",11061
SE,Data Analyst,125000,0.0,M,United States,2023,"(37.09024, -95.712891)",11408
SE,Data Analyst,110000,0.0,M,United States,2023,"(37.09024, -95.712891)",85874
EN,Data Analyst,150000,0.0,M,United States,2023,"(37.09024, -95.712891)",46562
EN,Data Analyst,100000,0.0,M,United States,2023,"(37.09024, -95.712891)",21525
SE,Data Scientist,149076,0.0,M,United States,2023,"(37.09024, -95.712891)",80373
SE,Data Scientist,82365,0.0,M,United States,2023,"(37.09024, -95.712891)",33428
MI,Data Analyst,97218,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",25601
MI,Data Analyst,48609,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",40451
SE,Data Analyst,95000,0.0,M,United States,2023,"(37.09024, -95.712891)",86744
SE,Data Analyst,85500,0.0,M,United States,2023,"(37.09024, -95.712891)",47496
MI,Data Scientist,97750,100.0,M,United States,2023,"(37.09024, -95.712891)",25426
SE,Data Scientist,201000,0.0,M,United States,2023,"(37.09024, -95.712891)",40137
SE,Data Scientist,122000,0.0,M,United States,2023,"(37.09024, -95.712891)",84055
MI,Data Scientist,116990,100.0,M,United States,2023,"(37.09024, -95.712891)",38379
MI,Data Scientist,82920,100.0,M,United States,2023,"(37.09024, -95.712891)",46072
MI,Machine Learning Scientist,200000,0.0,S,United States,2023,"(37.09024, -95.712891)",25237
MI,Machine Learning Scientist,125000,0.0,S,United States,2023,"(37.09024, -95.712891)",81444
SE,Machine Learning Engineer,204500,0.0,M,United States,2023,"(37.09024, -95.712891)",30464
SE,Machine Learning Engineer,142200,0.0,M,United States,2023,"(37.09024, -95.712891)",62708
SE,Data Manager,155000,0.0,M,United States,2023,"(37.09024, -95.712891)",24455
SE,Data Manager,140000,0.0,M,United States,2023,"(37.09024, -95.712891)",23513
MI,Machine Learning Infrastructure Engineer,205920,0.0,M,United States,2023,"(37.09024, -95.712891)",72269
MI,Machine Learning Infrastructure Engineer,171600,0.0,M,United States,2023,"(37.09024, -95.712891)",38765
SE,Data Engineer,121500,100.0,M,United States,2023,"(37.09024, -95.712891)",24337
SE,Data Engineer,78000,100.0,M,United States,2023,"(37.09024, -95.712891)",76933
MI,Data Engineer,154000,0.0,M,United States,2023,"(37.09024, -95.712891)",10027
MI,Data Engineer,116000,0.0,M,United States,2023,"(37.09024, -95.712891)",80693
SE,Data Scientist,136000,0.0,M,United States,2023,"(37.09024, -95.712891)",87855
MI,Data Analyst,78990,100.0,M,United Kingdom,2023,"(55.378051, -3.435973)",34307
MI,Data Analyst,43809,100.0,M,United Kingdom,2023,"(55.378051, -3.435973)",90406
SE,Data Analyst,180000,0.0,M,United States,2023,"(37.09024, -95.712891)",88451
SE,Data Engineer,170000,0.0,M,United States,2023,"(37.09024, -95.712891)",23972
SE,Data Engineer,154000,0.0,M,United States,2023,"(37.09024, -95.712891)",14567
SE,Data Engineer,116000,0.0,M,United States,2023,"(37.09024, -95.712891)",60305
MI,Data Engineer,200000,0.0,M,United States,2023,"(37.09024, -95.712891)",68773
SE,Data Scientist,160000,100.0,M,United States,2023,"(37.09024, -95.712891)",27814
MI,Data Engineer,127599,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",48059
MI,Data Engineer,103294,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",96521
SE,Data Engineer,153600,0.0,M,United States,2023,"(37.09024, -95.712891)",37954
SE,Data Engineer,106800,0.0,M,United States,2023,"(37.09024, -95.712891)",55219
SE,Data Scientist,156400,0.0,M,United States,2023,"(37.09024, -95.712891)",79742
SE,Analytics Engineer,150000,0.0,M,United States,2023,"(37.09024, -95.712891)",81454
SE,Analytics Engineer,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",54678
SE,Data Analyst,145000,100.0,M,United States,2023,"(37.09024, -95.712891)",37078
SE,Data Scientist,260000,0.0,M,United States,2023,"(37.09024, -95.712891)",48544
EN,Data Analyst,30000,50.0,M,India,2023,"(20.593684, 78.96288)",47103
MI,Research Scientist,185000,0.0,M,United States,2023,"(37.09024, -95.712891)",69115
MI,Research Scientist,125000,0.0,M,United States,2023,"(37.09024, -95.712891)",79783
MI,Business Data Analyst,9289,100.0,M,Brazil,2022,"(-14.235004, -51.92528)",19086
SE,Head of Data,75116,100.0,L,Portugal,2023,"(39.399872, -8.224454)",91420
EX,Data Science Manager,106000,0.0,L,Russia,2022,"(41.377491, 64.585262)",53691
SE,Data Analyst,175000,100.0,M,United States,2023,"(37.09024, -95.712891)",92097
SE,Data Analyst,122000,100.0,M,United States,2023,"(37.09024, -95.712891)",49952
SE,Data Analyst,93800,100.0,M,United States,2023,"(37.09024, -95.712891)",18341
SE,Data Science Manager,150000,100.0,M,Mexico,2023,"(23.634501, -102.552784)",67928
SE,Data Science Manager,90000,100.0,M,Mexico,2023,"(23.634501, -102.552784)",61617
EN,Computer Vision Engineer,220000,0.0,M,United States,2023,"(37.09024, -95.712891)",96348
SE,BI Data Analyst,71897,100.0,M,Germany,2023,"(51.165691, 10.451526)",76984
EN,AI Developer,64385,0.0,M,Germany,2023,"(51.165691, 10.451526)",88332
SE,Data Analyst,15806,100.0,S,India,2023,"(20.593684, 78.96288)",73169
MI,Machine Learning Engineer,200000,0.0,M,United States,2023,"(37.09024, -95.712891)",15852
MI,Machine Learning Engineer,175000,0.0,M,United States,2023,"(37.09024, -95.712891)",22414
MI,Data Scientist,40000,50.0,L,France,2023,"(46.227638, 2.213749)",19187
SE,Data Science Consultant,29453,50.0,M,Thailand,2023,"(15.870032, 100.992541)",59063
SE,Data Scientist,136000,100.0,M,United States,2023,"(37.09024, -95.712891)",66537
SE,Data Scientist,104000,100.0,M,United States,2023,"(37.09024, -95.712891)",11639
SE,Data Analyst,152380,0.0,M,United States,2023,"(37.09024, -95.712891)",29982
SE,Data Analyst,121904,0.0,M,United States,2023,"(37.09024, -95.712891)",20006
SE,Data Architect,168400,0.0,M,United States,2023,"(37.09024, -95.712891)",39722
SE,Data Architect,105200,0.0,M,United States,2023,"(37.09024, -95.712891)",33165
SE,Machine Learning Engineer,128280,0.0,M,United States,2023,"(37.09024, -95.712891)",60960
SE,Machine Learning Engineer,106900,0.0,M,United States,2023,"(37.09024, -95.712891)",59190
SE,Lead Data Scientist,192000,100.0,L,United States,2022,"(37.09024, -95.712891)",73001
MI,Data Engineer,100000,0.0,M,United States,2023,"(37.09024, -95.712891)",80108
SE,Research Engineer,107309,100.0,S,Germany,2023,"(51.165691, 10.451526)",23505
SE,Research Engineer,85847,100.0,S,Germany,2023,"(51.165691, 10.451526)",60079
SE,Machine Learning Engineer,275000,0.0,M,Germany,2023,"(51.165691, 10.451526)",36189
SE,Machine Learning Engineer,174000,0.0,M,Germany,2023,"(51.165691, 10.451526)",96929
SE,Data Analyst,170500,100.0,M,United States,2023,"(37.09024, -95.712891)",32494
SE,Data Analyst,85000,100.0,M,United States,2023,"(37.09024, -95.712891)",34111
SE,Data Manager,72946,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",72075
SE,Data Manager,54365,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",52720
EX,Head of Data Science,160288,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",30360
EX,Head of Data Science,127467,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",40409
SE,Data Engineer,80000,0.0,M,United States,2023,"(37.09024, -95.712891)",73697
SE,Data Engineer,65000,0.0,M,United States,2023,"(37.09024, -95.712891)",50178
SE,Data Engineer,124740,0.0,M,United States,2023,"(37.09024, -95.712891)",10631
SE,Data Engineer,65488,0.0,M,United States,2023,"(37.09024, -95.712891)",54888
SE,Data Quality Analyst,72200,0.0,M,United States,2023,"(37.09024, -95.712891)",41809
SE,Data Quality Analyst,64980,0.0,M,United States,2023,"(37.09024, -95.712891)",38484
SE,Data Analyst,179975,100.0,M,United States,2023,"(37.09024, -95.712891)",23668
SE,Data Analyst,86466,100.0,M,United States,2023,"(37.09024, -95.712891)",62489
SE,Data Engineer,90000,0.0,M,United States,2023,"(37.09024, -95.712891)",56295
MI,Insight Analyst,51039,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",82103
MI,Insight Analyst,42533,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",64834
SE,Data Science Manager,175000,0.0,M,United States,2023,"(37.09024, -95.712891)",76519
SE,Data Science Manager,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",17434
SE,Data Analyst,230000,0.0,M,United States,2023,"(37.09024, -95.712891)",76365
SE,Data Manager,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",50788
SE,Machine Learning Infrastructure Engineer,205920,0.0,M,United States,2023,"(37.09024, -95.712891)",68957
SE,Machine Learning Infrastructure Engineer,171600,0.0,M,United States,2023,"(37.09024, -95.712891)",33498
SE,Data Engineer,265000,0.0,M,United States,2023,"(37.09024, -95.712891)",77512
MI,Applied Machine Learning Engineer,130000,0.0,M,United States,2023,"(37.09024, -95.712891)",85728
EN,Data Scientist,168000,100.0,M,United States,2022,"(37.09024, -95.712891)",12886
MI,AI Scientist,38631,50.0,L,Spain,2023,"(40.463667, -3.74922)",59174
SE,Data Engineer,167580,0.0,M,United States,2023,"(37.09024, -95.712891)",60984
SE,Data Engineer,87980,0.0,M,United States,2023,"(37.09024, -95.712891)",25247
SE,Data Engineer,202000,100.0,M,United States,2023,"(37.09024, -95.712891)",82076
SE,Data Engineer,135000,100.0,M,United States,2023,"(37.09024, -95.712891)",89852
SE,Data Engineer,104000,100.0,M,United States,2023,"(37.09024, -95.712891)",69367
SE,Data Engineer,65000,100.0,M,United States,2023,"(37.09024, -95.712891)",19602
SE,Research Engineer,230000,0.0,M,United States,2023,"(37.09024, -95.712891)",55290
SE,Research Engineer,148000,0.0,M,United States,2023,"(37.09024, -95.712891)",84893
SE,Machine Learning Engineer,269000,100.0,M,Canada,2023,"(56.130366, -106.346771)",76850
SE,Machine Learning Engineer,158000,100.0,M,Canada,2023,"(56.130366, -106.346771)",17697
SE,Analytics Engineer,197000,0.0,M,United States,2023,"(37.09024, -95.712891)",96761
SE,Analytics Engineer,106000,0.0,M,United States,2023,"(37.09024, -95.712891)",37157
MI,Deep Learning Engineer,150000,100.0,M,United States,2023,"(37.09024, -95.712891)",76488
MI,Deep Learning Engineer,100000,100.0,M,United States,2023,"(37.09024, -95.712891)",13170
SE,Data Engineer,290000,100.0,M,United States,2023,"(37.09024, -95.712891)",78451
SE,Data Engineer,210000,100.0,M,United States,2023,"(37.09024, -95.712891)",65525
SE,Data Engineer,192000,0.0,M,United States,2023,"(37.09024, -95.712891)",99145
SE,Data Engineer,172800,0.0,M,United States,2023,"(37.09024, -95.712891)",17061
SE,Data Scientist,300240,0.0,M,United States,2023,"(37.09024, -95.712891)",65238
SE,Data Scientist,200160,0.0,M,United States,2023,"(37.09024, -95.712891)",56722
SE,Analytics Engineer,175000,0.0,M,United States,2023,"(37.09024, -95.712891)",91563
SE,Analytics Engineer,140000,0.0,M,United States,2023,"(37.09024, -95.712891)",31284
SE,Data Manager,169000,0.0,M,United States,2023,"(37.09024, -95.712891)",87197
SE,Data Manager,100000,0.0,M,United States,2023,"(37.09024, -95.712891)",42758
SE,Data Scientist,370000,0.0,M,United States,2023,"(37.09024, -95.712891)",41079
MI,Data Engineer,115447,100.0,L,United Kingdom,2023,"(55.378051, -3.435973)",27909
SE,Data Analyst,110000,100.0,S,United States,2023,"(37.09024, -95.712891)",38535
SE,Data Analyst,80000,100.0,S,United States,2023,"(37.09024, -95.712891)",10741
EN,Data Analyst,55000,0.0,M,United States,2023,"(37.09024, -95.712891)",81231
EN,Data Analyst,48000,0.0,M,United States,2023,"(37.09024, -95.712891)",75307
SE,Data Analyst,85000,0.0,M,United States,2023,"(37.09024, -95.712891)",49974
SE,Data Engineer,137500,100.0,M,United States,2023,"(37.09024, -95.712891)",72190
SE,Data Engineer,81500,100.0,M,United States,2023,"(37.09024, -95.712891)",51655
SE,Machine Learning Engineer,323300,0.0,M,United States,2023,"(37.09024, -95.712891)",40622
SE,Machine Learning Engineer,184700,0.0,M,United States,2023,"(37.09024, -95.712891)",48236
MI,AI Scientist,30000,0.0,S,Ghana,2021,"(7.946527, -1.023194)",87598
SE,Machine Learning Engineer,186000,100.0,M,United States,2023,"(37.09024, -95.712891)",27405
SE,Machine Learning Engineer,153088,100.0,M,United States,2023,"(37.09024, -95.712891)",80455
MI,Data Infrastructure Engineer,190000,100.0,M,United States,2023,"(37.09024, -95.712891)",50721
MI,Data Infrastructure Engineer,160000,100.0,M,United States,2023,"(37.09024, -95.712891)",18344
SE,Machine Learning Engineer,200000,100.0,M,United States,2023,"(37.09024, -95.712891)",63557
MI,Data Infrastructure Engineer,190000,0.0,M,United States,2023,"(37.09024, -95.712891)",56906
MI,Data Infrastructure Engineer,183310,0.0,M,United States,2023,"(37.09024, -95.712891)",52098
SE,Machine Learning Engineer,240000,100.0,M,United States,2023,"(37.09024, -95.712891)",37734
SE,Machine Learning Engineer,180000,100.0,M,United States,2023,"(37.09024, -95.712891)",90607
SE,Data Engineer,144000,100.0,M,United States,2023,"(37.09024, -95.712891)",87932
SE,Data Engineer,66000,100.0,M,United States,2023,"(37.09024, -95.712891)",12440
MI,Machine Learning Engineer,148500,0.0,M,United States,2023,"(37.09024, -95.712891)",28089
MI,Machine Learning Engineer,126277,0.0,M,United States,2023,"(37.09024, -95.712891)",11497
SE,Data Architect,228000,0.0,M,United States,2023,"(37.09024, -95.712891)",15919
SE,Data Architect,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",22356
SE,Machine Learning Software Engineer,180000,0.0,M,United States,2023,"(37.09024, -95.712891)",69047
SE,Machine Learning Software Engineer,90000,0.0,M,United States,2023,"(37.09024, -95.712891)",13231
SE,Data Scientist,126500,0.0,M,United States,2023,"(37.09024, -95.712891)",36167
SE,Data Scientist,78000,0.0,M,United States,2023,"(37.09024, -95.712891)",27146
SE,Data Engineer,180000,0.0,M,United States,2023,"(37.09024, -95.712891)",69772
SE,Machine Learning Software Engineer,272000,0.0,M,United States,2023,"(37.09024, -95.712891)",47537
SE,Machine Learning Software Engineer,170000,0.0,M,United States,2023,"(37.09024, -95.712891)",58026
MI,Data Analyst,80000,0.0,M,United States,2023,"(37.09024, -95.712891)",47974
MI,Data Analyst,60000,0.0,M,United States,2023,"(37.09024, -95.712891)",22443
SE,Data Engineer,259000,100.0,M,United States,2023,"(37.09024, -95.712891)",62811
SE,Data Engineer,146000,100.0,M,United States,2023,"(37.09024, -95.712891)",80904
SE,Data Scientist,139500,0.0,M,United States,2023,"(37.09024, -95.712891)",28856
MI,Data Engineer,140000,100.0,M,United States,2023,"(37.09024, -95.712891)",52963
MI,Data Engineer,120000,100.0,M,United States,2023,"(37.09024, -95.712891)",22614
MI,Data Analyst,109371,0.0,M,Croatia,2023,"(45.1, 15.2)",85499
MI,Data Analyst,72914,0.0,M,Croatia,2023,"(45.1, 15.2)",28867
EN,Data Scientist,19522,100.0,L,Brazil,2023,"(-14.235004, -51.92528)",48242
SE,Data Science Lead,247500,0.0,M,United States,2023,"(37.09024, -95.712891)",30477
SE,Data Science Lead,172200,0.0,M,United States,2023,"(37.09024, -95.712891)",34896
SE,Machine Learning Infrastructure Engineer,107309,100.0,M,France,2023,"(46.227638, 2.213749)",68904
SE,Machine Learning Infrastructure Engineer,75116,100.0,M,France,2023,"(46.227638, 2.213749)",31336
SE,Machine Learning Engineer,288000,100.0,M,United States,2023,"(37.09024, -95.712891)",28607
SE,Machine Learning Engineer,140000,100.0,M,United States,2023,"(37.09024, -95.712891)",45286
MI,Data Science Lead,72914,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",23051
MI,Data Science Lead,60761,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",74952
SE,Data Scientist,215050,100.0,M,United States,2023,"(37.09024, -95.712891)",91672
SE,Data Scientist,156400,100.0,M,United States,2023,"(37.09024, -95.712891)",60836
SE,Data Architect,198000,100.0,M,United States,2023,"(37.09024, -95.712891)",99900
SE,Data Architect,114000,100.0,M,United States,2023,"(37.09024, -95.712891)",65898
SE,Data Scientist,209300,100.0,M,United States,2023,"(37.09024, -95.712891)",32097
SE,Data Scientist,182200,100.0,M,United States,2023,"(37.09024, -95.712891)",24137
EN,Data Scientist,85000,0.0,M,United States,2022,"(37.09024, -95.712891)",79882
MI,Machine Learning Engineer,48609,100.0,M,United Kingdom,2023,"(55.378051, -3.435973)",72007
EN,Research Engineer,120000,100.0,M,United Kingdom,2023,"(55.378051, -3.435973)",14215
EN,Research Engineer,60000,100.0,M,United Kingdom,2023,"(55.378051, -3.435973)",84238
SE,Machine Learning Engineer,147100,0.0,M,United States,2023,"(37.09024, -95.712891)",93677
SE,Machine Learning Engineer,90700,0.0,M,United States,2023,"(37.09024, -95.712891)",13753
SE,Data Analyst,227000,0.0,M,United States,2023,"(37.09024, -95.712891)",64775
SE,Data Analyst,108000,0.0,M,United States,2023,"(37.09024, -95.712891)",52674
SE,Data Architect,160000,100.0,M,United States,2023,"(37.09024, -95.712891)",78394
SE,Data Analyst,55800,100.0,M,Spain,2023,"(40.463667, -3.74922)",46829
SE,Data Analyst,51508,100.0,M,Spain,2023,"(40.463667, -3.74922)",44355
EN,Data Analyst,60000,100.0,L,United States,2023,"(37.09024, -95.712891)",93910
EN,Data Analyst,50000,50.0,L,United States,2023,"(29.31166, 47.481766)",93493
SE,Data Engineer,226700,0.0,M,United States,2023,"(37.09024, -95.712891)",44547
SE,Data Engineer,133300,0.0,M,United States,2023,"(37.09024, -95.712891)",16925
SE,Big Data Architect,151902,100.0,L,United Kingdom,2023,"(55.378051, -3.435973)",79323
EN,Data Scientist,9727,0.0,L,India,2023,"(20.593684, 78.96288)",83081
SE,Data Analyst,52500,0.0,M,United States,2023,"(37.09024, -95.712891)",76465
SE,Data Engineer,250000,100.0,M,United States,2023,"(37.09024, -95.712891)",30791
SE,Data Engineer,162500,100.0,M,United States,2023,"(37.09024, -95.712891)",22118
MI,Data Analyst,165000,0.0,M,United States,2023,"(37.09024, -95.712891)",16814
MI,Data Analyst,124000,0.0,M,United States,2023,"(37.09024, -95.712891)",13996
SE,Data Engineer,63000,100.0,M,United States,2023,"(37.09024, -95.712891)",33851
SE,Research Scientist,253750,0.0,M,Spain,2023,"(40.463667, -3.74922)",17142
SE,Research Scientist,169200,0.0,M,Spain,2023,"(40.463667, -3.74922)",53840
MI,Data Scientist,170000,0.0,M,United States,2023,"(37.09024, -95.712891)",82014
MI,Data Scientist,120000,0.0,M,United States,2023,"(37.09024, -95.712891)",14754
SE,Data Engineer,213580,100.0,M,United States,2023,"(37.09024, -95.712891)",19100
SE,Data Engineer,163625,100.0,M,United States,2023,"(37.09024, -95.712891)",17825
EN,Data Engineer,12000,0.0,L,Vietnam,2023,"(14.058324, 108.277199)",68987
SE,Machine Learning Software Engineer,375000,100.0,M,United States,2022,"(37.09024, -95.712891)",83343
SE,Data Engineer,101943,100.0,M,Ireland,2023,"(53.41291, -8.24389)",61582
MI,Product Data Analyst,16414,100.0,L,India,2023,"(20.593684, 78.96288)",91303
SE,Machine Learning Engineer,220000,0.0,M,United States,2023,"(37.09024, -95.712891)",94220
EX,Data Engineer,210000,0.0,M,United States,2023,"(37.09024, -95.712891)",61733
SE,Data Science Manager,231250,100.0,M,United States,2023,"(37.09024, -95.712891)",80461
SE,Data Science Manager,138750,100.0,M,United States,2023,"(37.09024, -95.712891)",76707
SE,Machine Learning Engineer,284310,0.0,M,United States,2023,"(37.09024, -95.712891)",36587
SE,Machine Learning Engineer,153090,0.0,M,United States,2023,"(37.09024, -95.712891)",52414
MI,Data Analyst,125000,0.0,M,United States,2023,"(37.09024, -95.712891)",31310
MI,Data Analyst,105000,0.0,M,United States,2023,"(37.09024, -95.712891)",58135
MI,Data Analyst,109371,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",89991
MI,Data Analyst,85066,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",36332
EN,Data Analyst,100000,50.0,M,United States,2023,"(37.09024, -95.712891)",22617
SE,Data Science Lead,225900,0.0,M,United States,2023,"(37.09024, -95.712891)",55308
SE,Data Science Lead,156400,0.0,M,United States,2023,"(37.09024, -95.712891)",86184
SE,Data Analyst,385000,0.0,M,United States,2023,"(37.09024, -95.712891)",70597
SE,Data Analyst,60000,0.0,M,United States,2023,"(37.09024, -95.712891)",59062
MI,Data Analyst,95000,100.0,M,United States,2023,"(37.09024, -95.712891)",75301
SE,Data Scientist,135000,100.0,M,United States,2023,"(37.09024, -95.712891)",28500
SE,Data Analyst,93919,100.0,M,United States,2023,"(37.09024, -95.712891)",92382
SE,Data Analyst,51962,100.0,M,United States,2023,"(37.09024, -95.712891)",94881
SE,Data Engineer,241871,0.0,M,United States,2023,"(37.09024, -95.712891)",51558
SE,Data Engineer,133832,0.0,M,United States,2023,"(37.09024, -95.712891)",37156
SE,Data Scientist,90000,100.0,M,United States,2023,"(37.09024, -95.712891)",27806
SE,Data Analyst,192500,100.0,M,United States,2023,"(37.09024, -95.712891)",22577
MI,Machine Learning Engineer,36000,100.0,S,Mexico,2023,"(23.634501, -102.552784)",39612
SE,Research Scientist,370000,0.0,M,United States,2023,"(37.09024, -95.712891)",71529
SE,Data Scientist,235000,100.0,M,United States,2023,"(37.09024, -95.712891)",70922
MI,Machine Learning Engineer,121523,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",32845
MI,Machine Learning Engineer,97218,0.0,M,United Kingdom,2023,"(55.378051, -3.435973)",62387
SE,Data Scientist,216100,0.0,M,United States,2023,"(37.09024, -95.712891)",38828
SE,Data Scientist,140800,0.0,M,United States,2023,"(37.09024, -95.712891)",44899
